id,user_id,url,title,user_context_raw,user_context_processed,tags,categories,projects,created_at
207d227a-d534-44d7-8f54-148c5f74d522,0ed9bb40-0041-4dca-9649-256cb418f403,https://www.instagram.com/reel/DPHYVUwD7D0/?igsh=ancyZGlwbXZsNWx1,"This is how to ASPECT RATIO

Comment “Aspect Ratio” to get my Cheat Sheet

#5120x1080 #creator #tren...","Vamos testar aqui agora, essa aqui é uma testa de formato","Testando referência sobre formatos e aspect ratios em vídeo, especialmente o formato 5120x1080","aspect-ratio, video-format, 5120x1080, widescreen, technical","Técnica de Edição, Referência Visual, Ferramenta/Software",,2025-09-30T04:19:11.250322
6a9b0632-e5a8-46d8-9aa0-2342e654162b,0ed9bb40-0041-4dca-9649-256cb418f403,https://www.instagram.com/reel/DCXInoBSICF/,"RELEASE THEM PLEASE 🥺🥺

Follow @niccolazzy for more upcoming Arcane Rewards and Easter eggs ♥️
.
.
....",,,,,,2025-10-01T02:51:02.424131
c7c3623e-35d3-42f7-92f2-bf0f0b22e0b8,0ed9bb40-0041-4dca-9649-256cb418f403,https://www.instagram.com/reel/DBv5oCVxtog/,Imagine a series in this animation style 😭🔥 #marvelrivals #marvel #marvelgames #gaming #reels #explo...,,,,,,2025-10-01T02:51:21.237371
1ddfe760-c7f5-4e2a-a073-7c33c400d5fb,0ed9bb40-0041-4dca-9649-256cb418f403,https://www.instagram.com/reel/DCotA2wNOd1/,"O ""Óculos de Lua"" (ou Moon Glasses) é um item interativo que foi introduzido pela banda Coldplay dur...",,,,,,2025-10-01T02:57:10.806342
f9b8a6a0-7f8f-42b6-a7ee-fd91e1e4d39c,0ed9bb40-0041-4dca-9649-256cb418f403,https://www.instagram.com/reel/DCT3tH_ASuC/,"Comment LEGO for the link

Just type a prompt to create a full movie with a batch of AI videos with ...",,,,,,2025-10-01T02:57:33.02999
df98b015-5a54-4815-a20c-66d80ff24fe2,0ed9bb40-0041-4dca-9649-256cb418f403,https://www.instagram.com/share/reel/BBnUaaluMK,"Runway Vdo-to-Vdo🤩

#runway #videotovideo",,,,,,2025-10-01T02:58:04.79341
21664d51-9bfa-442b-8f91-790892bc2183,0ed9bb40-0041-4dca-9649-256cb418f403,https://www.instagram.com/share/reel/BAA5QBEBO5,"Red Bull x Arcane, qué más hace falta? 

Lata edición Arcane solo disponible en @telepizza_es",,,,,,2025-10-01T02:58:31.677837
ffbbcf12-9468-4d1a-acbe-39986bd8f7c8,0ed9bb40-0041-4dca-9649-256cb418f403,https://www.instagram.com/share/reel/BA3kxDOkzh,"Transforme as fotos do seu produto em um reels de alta conversão!

Aplicativo utilizado:
Instories

...",,,,,,2025-10-01T02:58:56.174981
5a4679ac-7c23-4062-9540-e15d097a6979,0ed9bb40-0041-4dca-9649-256cb418f403,https://www.instagram.com/share/reel/BAM5olgdom,"(Save it 🃏) 3D Card Hover Effect.
.
.
.
🤩 Source Code Available in GitHub & Telegram Link in  Bio 🔥
...",,,,,,2025-10-01T02:59:34.580213
bf32f34f-7ae4-498f-8a83-dd036f33e56b,0ed9bb40-0041-4dca-9649-256cb418f403,https://www.instagram.com/share/reel/BACXj2O0jD,"A new AI Video Editing and Generation method called 

""Non Linear AI Video Exploration""

What on ear...",,,,,,2025-10-01T02:59:56.766557
